ibge,uf,municipio,nivel_verificacao,ultima_verificacao,plano_localizado,decreto_reconhecido,decreto_homologado
3120300,MG,Cristália,nacional,2026-09-03,,,
3120151,MG,Crisólita,nacional,2026-09-03,,,
3120607,MG,Crucilândia,nacional,2026-09-03,,,
3120706,MG,Cruzeiro da Fortaleza,nacional,2026-09-03,,,
3120805,MG,Cruzília,nacional,2026-09-03,,,
3120839,MG,Cuparaque,nacional,2026-09-03,,,
3120870,MG,Curral de Dentro,nacional,2026-09-03,,,
3120904,MG,Curvelo,nacional,2026-09-03,,,
3115102,MG,Cássia,nacional,2026-09-03,,,
3119807,MG,Córrego Danta,nacional,2026-09-03,,,
3119955,MG,Córrego Fundo,nacional,2026-09-03,,,
3120003,MG,Córrego Novo,nacional,2026-09-03,,,
3119906,MG,Córrego do Bom Jesus,nacional,2026-09-03,,,
3117836,MG,Cônego Marinho,nacional,2026-09-03,,,
3121001,MG,Datas,nacional,2026-09-03,,,
3121100,MG,Delfim Moreira,nacional,2026-09-03,,,
3121209,MG,Delfinópolis,nacional,2026-09-03,,,
3121258,MG,Delta,nacional,2026-09-03,,,
3121308,MG,Descoberto,nacional,2026-09-03,,,
3121407,MG,Desterro de Entre Rios,nacional,2026-09-03,,,
3121506,MG,Desterro do Melo,nacional,2026-09-03,,,
3121605,MG,Diamantina,nacional,2026-09-03,,,
3121704,MG,Diogo de Vasconcelos,nacional,2026-09-03,,,
3121803,MG,Dionísio,nacional,2026-09-03,,,
3122009,MG,Divino,nacional,2026-09-03,,,
3122108,MG,Divino das Laranjeiras,nacional,2026-09-03,,,
3122207,MG,Divinolândia de Minas,nacional,2026-09-03,,,
3121902,MG,Divinésia,nacional,2026-09-03,,,
3122306,MG,Divinópolis,nacional,2026-09-03,,,
3122355,MG,Divisa Alegre,nacional,2026-09-03,,,
3122405,MG,Divisa Nova,nacional,2026-09-03,,,
3122454,MG,Divisópolis,nacional,2026-09-03,,,
3122470,MG,Dom Bosco,nacional,2026-09-03,,,
3122504,MG,Dom Cavati,nacional,2026-09-03,,,
3122603,MG,Dom Joaquim,nacional,2026-09-03,,,
3122702,MG,Dom Silvério,nacional,2026-09-03,,,
3122801,MG,Dom Viçoso,nacional,2026-09-03,,,
3122900,MG,Dona Eusébia,nacional,2026-09-03,,,
3123007,MG,Dores de Campos,nacional,2026-09-03,,,
3123106,MG,Dores de Guanhães,nacional,2026-09-03,,,
3123205,MG,Dores do Indaiá,nacional,2026-09-03,,,
3123304,MG,Dores do Turvo,nacional,2026-09-03,,,
3123403,MG,Doresópolis,nacional,2026-09-03,,,
3123502,MG,Douradoquara,nacional,2026-09-03,,,
3123528,MG,Durandé,nacional,2026-09-03,,,
3123601,MG,Elói Mendes,nacional,2026-09-03,,,
3123700,MG,Engenheiro Caldas,nacional,2026-09-03,,,
3123809,MG,Engenheiro Navarro,nacional,2026-09-03,,,
3123858,MG,Entre Folhas,nacional,2026-09-03,,,
3123908,MG,Entre Rios de Minas,nacional,2026-09-03,,,
3124005,MG,Ervália,nacional,2026-09-03,,,
3124104,MG,Esmeraldas,nacional,2026-09-03,,,
3124203,MG,Espera Feliz,nacional,2026-09-03,,,
3124302,MG,Espinosa,nacional,2026-09-03,,,
3124401,MG,Espírito Santo do Dourado,nacional,2026-09-03,,,
3124500,MG,Estiva,nacional,2026-09-03,,,
3124609,MG,Estrela Dalva,nacional,2026-09-03,,,
3124708,MG,Estrela do Indaiá,nacional,2026-09-03,,,
3124807,MG,Estrela do Sul,nacional,2026-09-03,,,
3124906,MG,Eugenópolis,nacional,2026-09-03,,,
3125002,MG,Ewbank da Câmara,nacional,2026-09-03,,,
3125101,MG,Extrema,nacional,2026-09-03,,,
3125200,MG,Fama,nacional,2026-09-03,,,
3125309,MG,Faria Lemos,nacional,2026-09-03,,,
3125606,MG,Felisburgo,nacional,2026-09-03,,,
3125705,MG,Felixlândia,nacional,2026-09-03,,,
3125408,MG,Felício dos Santos,nacional,2026-09-03,,,
3125804,MG,Fernandes Tourinho,nacional,2026-09-03,,,
3125903,MG,Ferros,nacional,2026-09-03,,,
3125952,MG,Fervedouro,nacional,2026-09-03,,,
3126000,MG,Florestal,nacional,2026-09-03,,,
3126109,MG,Formiga,nacional,2026-09-03,,,
3126208,MG,Formoso,nacional,2026-09-03,,,
3126307,MG,Fortaleza de Minas,nacional,2026-09-03,,,
3126406,MG,Fortuna de Minas,nacional,2026-09-03,,,
3126505,MG,Francisco Badaró,nacional,2026-09-03,,,
3126604,MG,Francisco Dumont,nacional,2026-09-03,,,
3126703,MG,Francisco Sá,nacional,2026-09-03,,,
3126752,MG,Franciscópolis,nacional,2026-09-03,,,
3126802,MG,Frei Gaspar,nacional,2026-09-03,,,
3126901,MG,Frei Inocêncio,nacional,2026-09-03,,,
3126950,MG,Frei Lagonegro,nacional,2026-09-03,,,
3127008,MG,Fronteira,nacional,2026-09-03,,,
3127057,MG,Fronteira dos Vales,nacional,2026-09-03,,,
3127073,MG,Fruta de Leite,nacional,2026-09-03,,,
3127107,MG,Frutal,nacional,2026-09-03,,,
3127206,MG,Funilândia,nacional,2026-09-03,,,
3127305,MG,Galiléia,nacional,2026-09-03,,,
3127339,MG,Gameleiras,nacional,2026-09-03,,,
3127354,MG,Glaucilândia,nacional,2026-09-03,,,
3127370,MG,Goiabeira,nacional,2026-09-03,,,
3127388,MG,Goianá,nacional,2026-09-03,,,
3127503,MG,Gonzaga,nacional,2026-09-03,,,
3127404,MG,Gonçalves,nacional,2026-09-03,,,
3127602,MG,Gouveia,nacional,2026-09-03,,,
3127701,MG,Governador Valadares,nacional,2026-09-03,,,
3127909,MG,Grupiara,nacional,2026-09-03,,,
3127800,MG,Grão Mogol,nacional,2026-09-03,,,
3128006,MG,Guanhães,nacional,2026-09-03,,,
3128105,MG,Guapé,nacional,2026-09-03,,,
3128204,MG,Guaraciaba,nacional,2026-09-03,,,
3128253,MG,Guaraciama,nacional,2026-09-03,,,
3128402,MG,Guarani,nacional,2026-09-03,,,
3128303,MG,Guaranésia,nacional,2026-09-03,,,
3128501,MG,Guarará,nacional,2026-09-03,,,
3128600,MG,Guarda-Mor,nacional,2026-09-03,,,
3128709,MG,Guaxupé,nacional,2026-09-03,,,
3128808,MG,Guidoval,nacional,2026-09-03,,,
3128907,MG,Guimarânia,nacional,2026-09-03,,,
3129004,MG,Guiricema,nacional,2026-09-03,,,
3129103,MG,Gurinhatã,nacional,2026-09-03,,,
3129202,MG,Heliodora,nacional,2026-09-03,,,
3129301,MG,Iapu,nacional,2026-09-03,,,
3129400,MG,Ibertioga,nacional,2026-09-03,,,
3129608,MG,Ibiaí,nacional,2026-09-03,,,
3129657,MG,Ibiracatu,nacional,2026-09-03,,,
3129707,MG,Ibiraci,nacional,2026-09-03,,,
3129806,MG,Ibirité,nacional,2026-09-03,,,
3129905,MG,Ibitiúra de Minas,nacional,2026-09-03,,,
3130002,MG,Ibituruna,nacional,2026-09-03,,,
3129509,MG,Ibiá,nacional,2026-09-03,,,
3130051,MG,Icaraí de Minas,nacional,2026-09-03,,,
3130101,MG,Igarapé,nacional,2026-09-03,,,
3130200,MG,Igaratinga,nacional,2026-09-03,,,
3130309,MG,Iguatama,nacional,2026-09-03,,,
3130408,MG,Ijaci,nacional,2026-09-03,,,
3130507,MG,Ilicínea,nacional,2026-09-03,,,
3130556,MG,Imbé de Minas,nacional,2026-09-03,,,
3130606,MG,Inconfidentes,nacional,2026-09-03,,,
3130655,MG,Indaiabira,nacional,2026-09-03,,,
3130705,MG,Indianópolis,nacional,2026-09-03,,,
3130804,MG,Ingaí,nacional,2026-09-03,,,
3130903,MG,Inhapim,nacional,2026-09-03,,,
3131000,MG,Inhaúma,nacional,2026-09-03,,,
3131109,MG,Inimutaba,nacional,2026-09-03,,,
3131158,MG,Ipaba,nacional,2026-09-03,,,
3131208,MG,Ipanema,nacional,2026-09-03,,,
3131307,MG,Ipatinga,nacional,2026-09-03,,,
3131406,MG,Ipiaçu,nacional,2026-09-03,,,
3131505,MG,Ipuiúna,nacional,2026-09-03,,,
3131604,MG,Iraí de Minas,nacional,2026-09-03,,,
3131703,MG,Itabira,nacional,2026-09-03,,,
3131802,MG,Itabirinha,nacional,2026-09-03,,,
3131901,MG,Itabirito,nacional,2026-09-03,,,
3132008,MG,Itacambira,nacional,2026-09-03,,,
3132107,MG,Itacarambi,nacional,2026-09-03,,,
3132206,MG,Itaguara,nacional,2026-09-03,,,
3132305,MG,Itaipé,nacional,2026-09-03,,,
3132404,MG,Itajubá,nacional,2026-09-03,,,
3132503,MG,Itamarandiba,nacional,2026-09-03,,,
3132602,MG,Itamarati de Minas,nacional,2026-09-03,,,
3132701,MG,Itambacuri,nacional,2026-09-03,,,
3132800,MG,Itambé do Mato Dentro,nacional,2026-09-03,,,
3132909,MG,Itamogi,nacional,2026-09-03,,,
3133006,MG,Itamonte,nacional,2026-09-03,,,
3133105,MG,Itanhandu,nacional,2026-09-03,,,
3133204,MG,Itanhomi,nacional,2026-09-03,,,
3133303,MG,Itaobim,nacional,2026-09-03,,,
3133402,MG,Itapagipe,nacional,2026-09-03,,,
3133501,MG,Itapecerica,nacional,2026-09-03,,,
3133600,MG,Itapeva,nacional,2026-09-03,,,
3133709,MG,Itatiaiuçu,nacional,2026-09-03,,,
3133907,MG,Itaverava,nacional,2026-09-03,,,
3133758,MG,Itaú de Minas,nacional,2026-09-03,,,
3133808,MG,Itaúna,nacional,2026-09-03,,,
3134004,MG,Itinga,nacional,2026-09-03,,,
3134103,MG,Itueta,nacional,2026-09-03,,,
3134202,MG,Ituiutaba,nacional,2026-09-03,,,
3134301,MG,Itumirim,nacional,2026-09-03,,,
3134400,MG,Iturama,nacional,2026-09-03,,,
3134509,MG,Itutinga,nacional,2026-09-03,,,
3134608,MG,Jaboticatubas,nacional,2026-09-03,,,
3134707,MG,Jacinto,nacional,2026-09-03,,,
3134905,MG,Jacutinga,nacional,2026-09-03,,,
3134806,MG,Jacuí,nacional,2026-09-03,,,
3135001,MG,Jaguaraçu,nacional,2026-09-03,,,
3135076,MG,Jampruca,nacional,2026-09-03,,,
3135100,MG,Janaúba,nacional,2026-09-03,,,
3135209,MG,Januária,nacional,2026-09-03,,,
3135308,MG,Japaraíba,nacional,2026-09-03,,,
3135357,MG,Japonvar,nacional,2026-09-03,,,
3135050,MG,Jaíba,nacional,2026-09-03,,,
3135407,MG,Jeceaba,nacional,2026-09-03,,,
3135456,MG,Jenipapo de Minas,nacional,2026-09-03,,,
3135506,MG,Jequeri,nacional,2026-09-03,,,
3135605,MG,Jequitaí,nacional,2026-09-03,,,
3135704,MG,Jequitibá,nacional,2026-09-03,,,
3135803,MG,Jequitinhonha,nacional,2026-09-03,,,
3135902,MG,Jesuânia,nacional,2026-09-03,,,
3136108,MG,Joanésia,nacional,2026-09-03,,,
3136405,MG,Joaquim Felício,nacional,2026-09-03,,,
3136009,MG,Joaíma,nacional,2026-09-03,,,
3136504,MG,Jordânia,nacional,2026-09-03,,,
3136579,MG,Josenópolis,nacional,2026-09-03,,,
3136520,MG,José Gonçalves de Minas,nacional,2026-09-03,,,
3136553,MG,José Raydan,nacional,2026-09-03,,,
3136207,MG,João Monlevade,nacional,2026-09-03,,,
3136306,MG,João Pinheiro,nacional,2026-09-03,,,
3136652,MG,Juatuba,nacional,2026-09-03,,,
3136702,MG,Juiz de Fora,nacional,2026-09-03,,,
3136801,MG,Juramento,nacional,2026-09-03,,,
3136900,MG,Juruaia,nacional,2026-09-03,,,
3136959,MG,Juvenília,nacional,2026-09-03,,,
3137007,MG,Ladainha,nacional,2026-09-03,,,
3137106,MG,Lagamar,nacional,2026-09-03,,,
3137403,MG,Lagoa Dourada,nacional,2026-09-03,,,
3137502,MG,Lagoa Formosa,nacional,2026-09-03,,,
3137536,MG,Lagoa Grande,nacional,2026-09-03,,,
3137601,MG,Lagoa Santa,nacional,2026-09-03,,,
3137205,MG,Lagoa da Prata,nacional,2026-09-03,,,
3137304,MG,Lagoa dos Patos,nacional,2026-09-03,,,
3137700,MG,Lajinha,nacional,2026-09-03,,,
3137809,MG,Lambari,nacional,2026-09-03,,,
3137908,MG,Lamim,nacional,2026-09-03,,,
3138005,MG,Laranjal,nacional,2026-09-03,,,
3138104,MG,Lassance,nacional,2026-09-03,,,
3138203,MG,Lavras,nacional,2026-09-03,,,
3138302,MG,Leandro Ferreira,nacional,2026-09-03,,,
3138351,MG,Leme do Prado,nacional,2026-09-03,,,
3138401,MG,Leopoldina,nacional,2026-09-03,,,
3138500,MG,Liberdade,nacional,2026-09-03,,,
3138609,MG,Lima Duarte,nacional,2026-09-03,,,
3138625,MG,Limeira do Oeste,nacional,2026-09-03,,,
3138658,MG,Lontra,nacional,2026-09-03,,,
3138674,MG,Luisburgo,nacional,2026-09-03,,,
3138682,MG,Luislândia,nacional,2026-09-03,,,
3138708,MG,Luminárias,nacional,2026-09-03,,,
3138807,MG,Luz,nacional,2026-09-03,,,
3138906,MG,Machacalis,nacional,2026-09-03,,,
3139003,MG,Machado,nacional,2026-09-03,,,
3139102,MG,Madre de Deus de Minas,nacional,2026-09-03,,,
3139201,MG,Malacacheta,nacional,2026-09-03,,,
3139250,MG,Mamonas,nacional,2026-09-03,,,
3139300,MG,Manga,nacional,2026-09-03,,,
3139409,MG,Manhuaçu,nacional,2026-09-03,,,
3139508,MG,Manhumirim,nacional,2026-09-03,,,
3139607,MG,Mantena,nacional,2026-09-03,,,
3139805,MG,Mar de Espanha,nacional,2026-09-03,,,
3139706,MG,Maravilhas,nacional,2026-09-03,,,
3139904,MG,Maria da Fé,nacional,2026-09-03,,,
3140001,MG,Mariana,nacional,2026-09-03,,,
3140100,MG,Marilac,nacional,2026-09-03,,,
3140209,MG,Maripá de Minas,nacional,2026-09-03,,,
3140308,MG,Marliéria,nacional,2026-09-03,,,
3140407,MG,Marmelópolis,nacional,2026-09-03,,,
3140506,MG,Martinho Campos,nacional,2026-09-03,,,
3140530,MG,Martins Soares,nacional,2026-09-03,,,
3140555,MG,Mata Verde,nacional,2026-09-03,,,
3140605,MG,Materlândia,nacional,2026-09-03,,,
3140704,MG,Mateus Leme,nacional,2026-09-03,,,
3171501,MG,Mathias Lobato,nacional,2026-09-03,,,
3140803,MG,Matias Barbosa,nacional,2026-09-03,,,
3140852,MG,Matias Cardoso,nacional,2026-09-03,,,
3140902,MG,Matipó,nacional,2026-09-03,,,
3141009,MG,Mato Verde,nacional,2026-09-03,,,
3141108,MG,Matozinhos,nacional,2026-09-03,,,
3141207,MG,Matutina,nacional,2026-09-03,,,
3141306,MG,Medeiros,nacional,2026-09-03,,,
3141405,MG,Medina,nacional,2026-09-03,,,
3141504,MG,Mendes Pimentel,nacional,2026-09-03,,,
3141603,MG,Mercês,nacional,2026-09-03,,,
3141702,MG,Mesquita,nacional,2026-09-03,,,
3141801,MG,Minas Novas,nacional,2026-09-03,,,
3141900,MG,Minduri,nacional,2026-09-03,,,
3142007,MG,Mirabela,nacional,2026-09-03,,,
3142106,MG,Miradouro,nacional,2026-09-03,,,
3142254,MG,Miravânia,nacional,2026-09-03,,,
3142205,MG,Miraí,nacional,2026-09-03,,,
3142304,MG,Moeda,nacional,2026-09-03,,,
3142403,MG,Moema,nacional,2026-09-03,,,
3142502,MG,Monjolos,nacional,2026-09-03,,,
3142601,MG,Monsenhor Paulo,nacional,2026-09-03,,,
3142700,MG,Montalvânia,nacional,2026-09-03,,,
3142809,MG,Monte Alegre de Minas,nacional,2026-09-03,,,
3142908,MG,Monte Azul,nacional,2026-09-03,,,
3143005,MG,Monte Belo,nacional,2026-09-03,,,
3143104,MG,Monte Carmelo,nacional,2026-09-03,,,
3143153,MG,Monte Formoso,nacional,2026-09-03,,,
3143203,MG,Monte Santo de Minas,nacional,2026-09-03,,,
3143401,MG,Monte Sião,nacional,2026-09-03,,,
3143302,MG,Montes Claros,nacional,2026-09-03,,,
3143450,MG,Montezuma,nacional,2026-09-03,,,
3143500,MG,Morada Nova de Minas,nacional,2026-09-03,,,
3143609,MG,Morro da Garça,nacional,2026-09-03,,,
3143708,MG,Morro do Pilar,nacional,2026-09-03,,,
3143807,MG,Munhoz,nacional,2026-09-03,,,
3143906,MG,Muriaé,nacional,2026-09-03,,,
3144003,MG,Mutum,nacional,2026-09-03,,,
3144102,MG,Muzambinho,nacional,2026-09-03,,,
3140159,MG,Mário Campos,nacional,2026-09-03,,,
3144201,MG,Nacip Raydan,nacional,2026-09-03,,,
3144300,MG,Nanuque,nacional,2026-09-03,,,
3144359,MG,Naque,nacional,2026-09-03,,,
3144375,MG,Natalândia,nacional,2026-09-03,,,
3144409,MG,Natércia,nacional,2026-09-03,,,
3144508,MG,Nazareno,nacional,2026-09-03,,,
3144607,MG,Nepomuceno,nacional,2026-09-03,,,
3144656,MG,Ninheira,nacional,2026-09-03,,,
3144672,MG,Nova Belém,nacional,2026-09-03,,,
3144706,MG,Nova Era,nacional,2026-09-03,,,
3144805,MG,Nova Lima,nacional,2026-09-03,,,
3144904,MG,Nova Módica,nacional,2026-09-03,,,
3145000,MG,Nova Ponte,nacional,2026-09-03,,,
3145059,MG,Nova Porteirinha,nacional,2026-09-03,,,
3145109,MG,Nova Resende,nacional,2026-09-03,,,
3145208,MG,Nova Serrana,nacional,2026-09-03,,,
3136603,MG,Nova União,nacional,2026-09-03,,,
3145307,MG,Novo Cruzeiro,nacional,2026-09-03,,,
3145356,MG,Novo Oriente de Minas,nacional,2026-09-03,,,
3145372,MG,Novorizonte,nacional,2026-09-03,,,
3145406,MG,Olaria,nacional,2026-09-03,,,
3145455,MG,Olhos d'Água,nacional,2026-09-03,,,
3145604,MG,Oliveira,nacional,2026-09-03,,,
3145703,MG,Oliveira Fortes,nacional,2026-09-03,,,
3145505,MG,Olímpio Noronha,nacional,2026-09-03,,,
3145802,MG,Onça de Pitangui,nacional,2026-09-03,,,
3145851,MG,Oratórios,nacional,2026-09-03,,,
3145877,MG,Orizânia,nacional,2026-09-03,,,
3145901,MG,Ouro Branco,nacional,2026-09-03,,,
3146008,MG,Ouro Fino,nacional,2026-09-03,,,
3146107,MG,Ouro Preto,nacional,2026-09-03,,,
3146206,MG,Ouro Verde de Minas,nacional,2026-09-03,,,
3146255,MG,Padre Carvalho,nacional,2026-09-03,,,
3146305,MG,Padre Paraíso,nacional,2026-09-03,,,
3146552,MG,Pai Pedro,nacional,2026-09-03,,,
3146404,MG,Paineiras,nacional,2026-09-03,,,
3146503,MG,Pains,nacional,2026-09-03,,,
3146602,MG,Paiva,nacional,2026-09-03,,,
3146701,MG,Palma,nacional,2026-09-03,,,
3146750,MG,Palmópolis,nacional,2026-09-03,,,
3146909,MG,Papagaios,nacional,2026-09-03,,,
3147006,MG,Paracatu,nacional,2026-09-03,,,
3147204,MG,Paraguaçu,nacional,2026-09-03,,,
3147303,MG,Paraisópolis,nacional,2026-09-03,,,
3147402,MG,Paraopeba,nacional,2026-09-03,,,
3147105,MG,Pará de Minas,nacional,2026-09-03,,,
3147600,MG,Passa Quatro,nacional,2026-09-03,,,
3147709,MG,Passa Tempo,nacional,2026-09-03,,,
3147808,MG,Passa-Vinte,nacional,2026-09-03,,,
3147501,MG,Passabém,nacional,2026-09-03,,,
3147907,MG,Passos,nacional,2026-09-03,,,
3147956,MG,Patis,nacional,2026-09-03,,,
3148004,MG,Patos de Minas,nacional,2026-09-03,,,
3148103,MG,Patrocínio,nacional,2026-09-03,,,
3148202,MG,Patrocínio do Muriaé,nacional,2026-09-03,,,
3148301,MG,Paula Cândido,nacional,2026-09-03,,,
3148400,MG,Paulistas,nacional,2026-09-03,,,
3148509,MG,Pavão,nacional,2026-09-03,,,
3148707,MG,Pedra Azul,nacional,2026-09-03,,,
3148756,MG,Pedra Bonita,nacional,2026-09-03,,,
3149002,MG,Pedra Dourada,nacional,2026-09-03,,,
3148806,MG,Pedra do Anta,nacional,2026-09-03,,,
3148905,MG,Pedra do Indaiá,nacional,2026-09-03,,,
3149101,MG,Pedralva,nacional,2026-09-03,,,
3149150,MG,Pedras de Maria da Cruz,nacional,2026-09-03,,,
3149200,MG,Pedrinópolis,nacional,2026-09-03,,,
3149309,MG,Pedro Leopoldo,nacional,2026-09-03,,,
3149408,MG,Pedro Teixeira,nacional,2026-09-03,,,
3149507,MG,Pequeri,nacional,2026-09-03,,,
3149606,MG,Pequi,nacional,2026-09-03,,,
3149705,MG,Perdigão,nacional,2026-09-03,,,
3149804,MG,Perdizes,nacional,2026-09-03,,,
3149903,MG,Perdões,nacional,2026-09-03,,,
3149952,MG,Periquito,nacional,2026-09-03,,,
3150000,MG,Pescador,nacional,2026-09-03,,,
3148608,MG,Peçanha,nacional,2026-09-03,,,
3150109,MG,Piau,nacional,2026-09-03,,,
3150158,MG,Piedade de Caratinga,nacional,2026-09-03,,,
3150208,MG,Piedade de Ponte Nova,nacional,2026-09-03,,,
3150307,MG,Piedade do Rio Grande,nacional,2026-09-03,,,
3150406,MG,Piedade dos Gerais,nacional,2026-09-03,,,
3150505,MG,Pimenta,nacional,2026-09-03,,,
3150539,MG,Pingo-d'Água,nacional,2026-09-03,,,
3150570,MG,Pintópolis,nacional,2026-09-03,,,
3150604,MG,Piracema,nacional,2026-09-03,,,
3150703,MG,Pirajuba,nacional,2026-09-03,,,
3150802,MG,Piranga,nacional,2026-09-03,,,
3151008,MG,Piranguinho,nacional,2026-09-03,,,
3150901,MG,Piranguçu,nacional,2026-09-03,,,
3151107,MG,Pirapetinga,nacional,2026-09-03,,,
3151206,MG,Pirapora,nacional,2026-09-03,,,
3151305,MG,Piraúba,nacional,2026-09-03,,,
3151404,MG,Pitangui,nacional,2026-09-03,,,
3151503,MG,Piumhi,nacional,2026-09-03,,,
3151602,MG,Planura,nacional,2026-09-03,,,
3151909,MG,Pocrane,nacional,2026-09-03,,,
3152006,MG,Pompéu,nacional,2026-09-03,,,
3152105,MG,Ponte Nova,nacional,2026-09-03,,,
3152131,MG,Ponto Chique,nacional,2026-09-03,,,
3152170,MG,Ponto dos Volantes,nacional,2026-09-03,,,
3152204,MG,Porteirinha,nacional,2026-09-03,,,
3152303,MG,Porto Firme,nacional,2026-09-03,,,
3152402,MG,Poté,nacional,2026-09-03,,,
3152501,MG,Pouso Alegre,nacional,2026-09-03,,,
3152600,MG,Pouso Alto,nacional,2026-09-03,,,
3151701,MG,Poço Fundo,nacional,2026-09-03,,,
3151800,MG,Poços de Caldas,nacional,2026-09-03,,,
3152709,MG,Prados,nacional,2026-09-03,,,
3152808,MG,Prata,nacional,2026-09-03,,,
3153004,MG,Pratinha,nacional,2026-09-03,,,
3152907,MG,Pratápolis,nacional,2026-09-03,,,
3153103,MG,Presidente Bernardes,nacional,2026-09-03,,,
3153202,MG,Presidente Juscelino,nacional,2026-09-03,,,
3153301,MG,Presidente Kubitschek,nacional,2026-09-03,,,
3153400,MG,Presidente Olegário,nacional,2026-09-03,,,
3153608,MG,Prudente de Morais,nacional,2026-09-03,,,
3153707,MG,Quartel Geral,nacional,2026-09-03,,,
3153806,MG,Queluzito,nacional,2026-09-03,,,
3153905,MG,Raposos,nacional,2026-09-03,,,
3154002,MG,Raul Soares,nacional,2026-09-03,,,
3154101,MG,Recreio,nacional,2026-09-03,,,
3154150,MG,Reduto,nacional,2026-09-03,,,
3154200,MG,Resende Costa,nacional,2026-09-03,,,
3154309,MG,Resplendor,nacional,2026-09-03,,,
3154408,MG,Ressaquinha,nacional,2026-09-03,,,
3154457,MG,Riachinho,nacional,2026-09-03,,,
3154507,MG,Riacho dos Machados,nacional,2026-09-03,,,
3154705,MG,Ribeirão Vermelho,nacional,2026-09-03,,,
3154606,MG,Ribeirão das Neves,nacional,2026-09-03,,,
3154804,MG,Rio Acima,nacional,2026-09-03,,,
3154903,MG,Rio Casca,nacional,2026-09-03,,,
3155009,MG,Rio Doce,nacional,2026-09-03,,,
3155207,MG,Rio Espera,nacional,2026-09-03,,,
3155306,MG,Rio Manso,nacional,2026-09-03,,,
3155405,MG,Rio Novo,nacional,2026-09-03,,,
3155504,MG,Rio Paranaíba,nacional,2026-09-03,,,
3155603,MG,Rio Pardo de Minas,nacional,2026-09-03,,,
3155702,MG,Rio Piracicaba,nacional,2026-09-03,,,
3155801,MG,Rio Pomba,nacional,2026-09-03,,,
3155900,MG,Rio Preto,nacional,2026-09-03,,,
3156007,MG,Rio Vermelho,nacional,2026-09-03,,,
3155108,MG,Rio do Prado,nacional,2026-09-03,,,
3156106,MG,Ritápolis,nacional,2026-09-03,,,
3156205,MG,Rochedo de Minas,nacional,2026-09-03,,,
3156304,MG,Rodeiro,nacional,2026-09-03,,,
3156403,MG,Romaria,nacional,2026-09-03,,,
3156452,MG,Rosário da Limeira,nacional,2026-09-03,,,
3156502,MG,Rubelita,nacional,2026-09-03,,,
3156601,MG,Rubim,nacional,2026-09-03,,,
3156700,MG,Sabará,nacional,2026-09-03,,,
3156809,MG,Sabinópolis,nacional,2026-09-03,,,
3156908,MG,Sacramento,nacional,2026-09-03,,,
3157005,MG,Salinas,nacional,2026-09-03,,,
3157104,MG,Salto da Divisa,nacional,2026-09-03,,,
3157203,MG,Santa Bárbara,nacional,2026-09-03,,,
3157252,MG,Santa Bárbara do Leste,nacional,2026-09-03,,,
3157278,MG,Santa Bárbara do Monte Verde,nacional,2026-09-03,,,
3157302,MG,Santa Bárbara do Tugúrio,nacional,2026-09-03,,,
3157336,MG,Santa Cruz de Minas,nacional,2026-09-03,,,
3157377,MG,Santa Cruz de Salinas,nacional,2026-09-03,,,
3157401,MG,Santa Cruz do Escalvado,nacional,2026-09-03,,,
3157500,MG,Santa Efigênia de Minas,nacional,2026-09-03,,,
3157609,MG,Santa Fé de Minas,nacional,2026-09-03,,,
3157658,MG,Santa Helena de Minas,nacional,2026-09-03,,,
3157708,MG,Santa Juliana,nacional,2026-09-03,,,
3157807,MG,Santa Luzia,nacional,2026-09-03,,,
3157906,MG,Santa Margarida,nacional,2026-09-03,,,
3158003,MG,Santa Maria de Itabira,nacional,2026-09-03,,,
3158102,MG,Santa Maria do Salto,nacional,2026-09-03,,,
3158201,MG,Santa Maria do Suaçuí,nacional,2026-09-03,,,
3159209,MG,Santa Rita de Caldas,nacional,2026-09-03,,,
3159407,MG,Santa Rita de Ibitipoca,nacional,2026-09-03,,,
3159308,MG,Santa Rita de Jacutinga,nacional,2026-09-03,,,
3159357,MG,Santa Rita de Minas,nacional,2026-09-03,,,
3159506,MG,Santa Rita do Itueto,nacional,2026-09-03,,,
3159605,MG,Santa Rita do Sapucaí,nacional,2026-09-03,,,
3159704,MG,Santa Rosa da Serra,nacional,2026-09-03,,,
3159803,MG,Santa Vitória,nacional,2026-09-03,,,
3158300,MG,Santana da Vargem,nacional,2026-09-03,,,
3158409,MG,Santana de Cataguases,nacional,2026-09-03,,,
3158508,MG,Santana de Pirapama,nacional,2026-09-03,,,
3158607,MG,Santana do Deserto,nacional,2026-09-03,,,
