ibge,uf,municipio,nivel_verificacao,ultima_verificacao,plano_localizado,decreto_reconhecido,decreto_homologado
4211504,SC,Nova Trento,nacional,2026-09-03,,,
4211603,SC,Nova Veneza,nacional,2026-09-03,,,
4211652,SC,Novo Horizonte,nacional,2026-09-03,,,
4211702,SC,Orleans,nacional,2026-09-03,,,
4211751,SC,Otacílio Costa,nacional,2026-09-03,,,
4211801,SC,Ouro,nacional,2026-09-03,,,
4211850,SC,Ouro Verde,nacional,2026-09-03,,,
4211876,SC,Paial,nacional,2026-09-03,,,
4211892,SC,Painel,nacional,2026-09-03,,,
4211900,SC,Palhoça,nacional,2026-09-03,,,
4212007,SC,Palma Sola,nacional,2026-09-03,,,
4212056,SC,Palmeira,nacional,2026-09-03,,,
4212106,SC,Palmitos,nacional,2026-09-03,,,
4212205,SC,Papanduva,nacional,2026-09-03,decreto,,
4212239,SC,Paraíso,nacional,2026-09-03,,,
4212254,SC,Passo de Torres,nacional,2026-09-03,,,
4212270,SC,Passos Maia,nacional,2026-09-03,,,
4212304,SC,Paulo Lopes,nacional,2026-09-03,,,
4212403,SC,Pedras Grandes,nacional,2026-09-03,,,
4212502,SC,Penha,nacional,2026-09-03,,,
4212601,SC,Peritiba,nacional,2026-09-03,,,
4212650,SC,Pescaria Brava,nacional,2026-09-03,,,
4212700,SC,Petrolândia,nacional,2026-09-03,,,
4212908,SC,Pinhalzinho,nacional,2026-09-03,,,
4213005,SC,Pinheiro Preto,nacional,2026-09-03,,,
4213104,SC,Piratuba,nacional,2026-09-03,,,
4213153,SC,Planalto Alegre,nacional,2026-09-03,,,
4213203,SC,Pomerode,nacional,2026-09-03,,,
4213302,SC,Ponte Alta,nacional,2026-09-03,,,
4213351,SC,Ponte Alta do Norte,nacional,2026-09-03,,,
4213401,SC,Ponte Serrada,nacional,2026-09-03,,,
4213500,SC,Porto Belo,nacional,2026-09-03,,,
4213609,SC,Porto União,nacional,2026-09-03,,,
4213708,SC,Pouso Redondo,nacional,2026-09-03,,,
4213807,SC,Praia Grande,nacional,2026-09-03,,,
4213906,SC,Presidente Castello Branco,nacional,2026-09-03,,,
4214003,SC,Presidente Getúlio,nacional,2026-09-03,,,
4214102,SC,Presidente Nereu,nacional,2026-09-03,,,
4214151,SC,Princesa,nacional,2026-09-03,,,
4214201,SC,Quilombo,nacional,2026-09-03,,,
4214300,SC,Rancho Queimado,nacional,2026-09-03,,,
4214904,SC,Rio Fortuna,nacional,2026-09-03,,,
4215000,SC,Rio Negrinho,nacional,2026-09-03,,,
4215059,SC,Rio Rufino,nacional,2026-09-03,,,
4214409,SC,Rio das Antas,nacional,2026-09-03,,,
4214508,SC,Rio do Campo,nacional,2026-09-03,,,
4214607,SC,Rio do Oeste,nacional,2026-09-03,,,
4214805,SC,Rio do Sul,nacional,2026-09-03,,,
4214706,SC,Rio dos Cedros,nacional,2026-09-03,,,
4215075,SC,Riqueza,nacional,2026-09-03,,,
4215109,SC,Rodeio,nacional,2026-09-03,,,
4215208,SC,Romelândia,nacional,2026-09-03,,,
4215307,SC,Salete,nacional,2026-09-03,,,
4215356,SC,Saltinho,nacional,2026-09-03,,,
4215406,SC,Salto Veloso,nacional,2026-09-03,,,
4215455,SC,Sangão,nacional,2026-09-03,,,
4215505,SC,Santa Cecília,nacional,2026-09-03,,,
4215554,SC,Santa Helena,nacional,2026-09-03,,,
4215604,SC,Santa Rosa de Lima,nacional,2026-09-03,,,
4215653,SC,Santa Rosa do Sul,nacional,2026-09-03,,,
4215679,SC,Santa Terezinha,nacional,2026-09-03,,,
4215687,SC,Santa Terezinha do Progresso,nacional,2026-09-03,,,
4215695,SC,Santiago do Sul,nacional,2026-09-03,,,
4215703,SC,Santo Amaro da Imperatriz,nacional,2026-09-03,,,
4217303,SC,Saudades,nacional,2026-09-03,,,
4217402,SC,Schroeder,nacional,2026-09-03,decreto,,
4217501,SC,Seara,nacional,2026-09-03,,,
4217550,SC,Serra Alta,nacional,2026-09-03,,,
4217600,SC,Siderópolis,nacional,2026-09-03,,,
4217709,SC,Sombrio,nacional,2026-09-03,,,
4217758,SC,Sul Brasil,nacional,2026-09-03,,,
4215802,SC,São Bento do Sul,nacional,2026-09-03,,,
4215752,SC,São Bernardino,nacional,2026-09-03,,,
4215901,SC,São Bonifácio,nacional,2026-09-03,,,
4216008,SC,São Carlos,nacional,2026-09-03,,,
4216057,SC,São Cristovão do Sul,nacional,2026-09-03,,,
4216107,SC,São Domingos,nacional,2026-09-03,,,
4216206,SC,São Francisco do Sul,nacional,2026-09-03,,,
4216503,SC,São Joaquim,nacional,2026-09-03,,,
4216602,SC,São José,nacional,2026-09-03,,,
4216701,SC,São José do Cedro,nacional,2026-09-03,,,
4216800,SC,São José do Cerrito,nacional,2026-09-03,,,
4216305,SC,São João Batista,nacional,2026-09-03,,,
4216354,SC,São João do Itaperiú,nacional,2026-09-03,,,
4216255,SC,São João do Oeste,nacional,2026-09-03,,,
4216404,SC,São João do Sul,nacional,2026-09-03,,,
4216909,SC,São Lourenço do Oeste,nacional,2026-09-03,,,
4217006,SC,São Ludgero,nacional,2026-09-03,,,
4217105,SC,São Martinho,nacional,2026-09-03,,,
4217154,SC,São Miguel da Boa Vista,nacional,2026-09-03,,,
4217204,SC,São Miguel do Oeste,nacional,2026-09-03,,,
4217253,SC,São Pedro de Alcântara,nacional,2026-09-03,,,
4217808,SC,Taió,nacional,2026-09-03,,,
4217907,SC,Tangará,nacional,2026-09-03,,,
4217956,SC,Tigrinhos,nacional,2026-09-03,,,
4218004,SC,Tijucas,nacional,2026-09-03,,,
4218103,SC,Timbé do Sul,nacional,2026-09-03,,,
4218202,SC,Timbó,nacional,2026-09-03,,,
4218251,SC,Timbó Grande,nacional,2026-09-03,decreto,,
4218350,SC,Treviso,nacional,2026-09-03,,,
4218509,SC,Treze Tílias,nacional,2026-09-03,,,
4218400,SC,Treze de Maio,nacional,2026-09-03,,,
4218608,SC,Trombudo Central,nacional,2026-09-03,,,
4218301,SC,Três Barras,nacional,2026-09-03,,,
4218707,SC,Tubarão,nacional,2026-09-03,,,
4218756,SC,Tunápolis,nacional,2026-09-03,,,
4218806,SC,Turvo,nacional,2026-09-03,,,
4218855,SC,União do Oeste,nacional,2026-09-03,,,
4218905,SC,Urubici,nacional,2026-09-03,,,
4218954,SC,Urupema,nacional,2026-09-03,,,
4219002,SC,Urussanga,nacional,2026-09-03,,,
4219150,SC,Vargem,nacional,2026-09-03,,,
4219176,SC,Vargem Bonita,nacional,2026-09-03,,,
4219101,SC,Vargeão,nacional,2026-09-03,,,
4219200,SC,Vidal Ramos,nacional,2026-09-03,,,
4219309,SC,Videira,nacional,2026-09-03,,,
4219358,SC,Vitor Meireles,nacional,2026-09-03,,,
4219408,SC,Witmarsum,nacional,2026-09-03,,,
4219507,SC,Xanxerê,nacional,2026-09-03,,,
4219606,SC,Xavantina,nacional,2026-09-03,,,
4219705,SC,Xaxim,nacional,2026-09-03,,,
4219853,SC,Zortéa,nacional,2026-09-03,,,
4200408,SC,Água Doce,nacional,2026-09-03,,,
4200556,SC,Águas Frias,nacional,2026-09-03,,,
4200606,SC,Águas Mornas,nacional,2026-09-03,,,
4200507,SC,Águas de Chapecó,nacional,2026-09-03,,,
2800100,SE,Amparo de São Francisco,nacional,2026-09-03,,,
2800209,SE,Aquidabã,nacional,2026-09-03,,,
2800308,SE,Aracaju,nacional,2026-09-03,plano,,
2800407,SE,Arauá,nacional,2026-09-03,plano_antigo,,
2800506,SE,Areia Branca,nacional,2026-09-03,,,
2800605,SE,Barra dos Coqueiros,nacional,2026-09-03,,,
2800670,SE,Boquim,nacional,2026-09-03,,,
2800704,SE,Brejo Grande,nacional,2026-09-03,,,
2801009,SE,Campo do Brito,nacional,2026-09-03,plano,,
2801108,SE,Canhoba,nacional,2026-09-03,,,
2801207,SE,Canindé de São Francisco,nacional,2026-09-03,decreto,,
2801306,SE,Capela,nacional,2026-09-03,,,
2801405,SE,Carira,nacional,2026-09-03,decreto,,
2801504,SE,Carmópolis,nacional,2026-09-03,,,
2801603,SE,Cedro de São João,nacional,2026-09-03,plano,,
2801702,SE,Cristinápolis,nacional,2026-09-03,,,
2801900,SE,Cumbe,nacional,2026-09-03,,,
2802007,SE,Divina Pastora,nacional,2026-09-03,plano_antigo,,
2802106,SE,Estância,nacional,2026-09-03,plano,,
2802205,SE,Feira Nova,nacional,2026-09-03,,,
2802304,SE,Frei Paulo,nacional,2026-09-03,decreto,,
2802403,SE,Gararu,nacional,2026-09-03,,,
2802502,SE,General Maynard,nacional,2026-09-03,,,
2802601,SE,Gracho Cardoso,nacional,2026-09-03,,,
2802700,SE,Ilha das Flores,nacional,2026-09-03,,,
2802809,SE,Indiaroba,nacional,2026-09-03,,,
2802908,SE,Itabaiana,nacional,2026-09-03,plano_antigo,,
2803005,SE,Itabaianinha,nacional,2026-09-03,plano_antigo,,
2803104,SE,Itabi,nacional,2026-09-03,,,
2803203,SE,Itaporanga d'Ajuda,nacional,2026-09-03,,,
2803302,SE,Japaratuba,nacional,2026-09-03,,,
2803401,SE,Japoatã,nacional,2026-09-03,,,
2803500,SE,Lagarto,nacional,2026-09-03,plano,,
2803609,SE,Laranjeiras,nacional,2026-09-03,,,
2803708,SE,Macambira,nacional,2026-09-03,,,
2803807,SE,Malhada dos Bois,nacional,2026-09-03,plano,,
2803906,SE,Malhador,nacional,2026-09-03,,,
2804003,SE,Maruim,nacional,2026-09-03,plano,,
2804102,SE,Moita Bonita,nacional,2026-09-03,,,
2804201,SE,Monte Alegre de Sergipe,nacional,2026-09-03,decreto,,
2804300,SE,Muribeca,nacional,2026-09-03,,,
2804409,SE,Neópolis,nacional,2026-09-03,,,
2804458,SE,Nossa Senhora Aparecida,nacional,2026-09-03,decreto,,
2804508,SE,Nossa Senhora da Glória,nacional,2026-09-03,decreto,,
2804607,SE,Nossa Senhora das Dores,nacional,2026-09-03,,,
2804706,SE,Nossa Senhora de Lourdes,nacional,2026-09-03,,,
2804805,SE,Nossa Senhora do Socorro,nacional,2026-09-03,plano_antigo,,
2804904,SE,Pacatuba,nacional,2026-09-03,,,
2805000,SE,Pedra Mole,nacional,2026-09-03,,,
2805109,SE,Pedrinhas,nacional,2026-09-03,,,
2805208,SE,Pinhão,nacional,2026-09-03,plano_antigo,,
2805307,SE,Pirambu,nacional,2026-09-03,,,
2805604,SE,Porto da Folha,nacional,2026-09-03,decreto,,
2805406,SE,Poço Redondo,nacional,2026-09-03,decreto,,
2805505,SE,Poço Verde,nacional,2026-09-03,decreto,,
2805703,SE,Propriá,nacional,2026-09-03,,,
2805901,SE,Riachuelo,nacional,2026-09-03,plano_antigo,,
2805802,SE,Riachão do Dantas,nacional,2026-09-03,,,
2806008,SE,Ribeirópolis,nacional,2026-09-03,,,
2806107,SE,Rosário do Catete,nacional,2026-09-03,,,
2806206,SE,Salgado,nacional,2026-09-03,,,
2806305,SE,Santa Luzia do Itanhy,nacional,2026-09-03,,,
2806503,SE,Santa Rosa de Lima,nacional,2026-09-03,,,
2806404,SE,Santana do São Francisco,nacional,2026-09-03,plano_antigo,,
2806602,SE,Santo Amaro das Brotas,nacional,2026-09-03,plano_antigo,,
2807105,SE,Simão Dias,nacional,2026-09-03,,,
2807204,SE,Siriri,nacional,2026-09-03,,,
2806701,SE,São Cristóvão,nacional,2026-09-03,plano_antigo,,
2806800,SE,São Domingos,nacional,2026-09-03,,,
2806909,SE,São Francisco,nacional,2026-09-03,plano,,
2807006,SE,São Miguel do Aleixo,nacional,2026-09-03,,,
2807303,SE,Telha,nacional,2026-09-03,plano_antigo,,
2807402,SE,Tobias Barreto,nacional,2026-09-03,decreto,,
2807501,SE,Tomar do Geru,nacional,2026-09-03,,,
2807600,SE,Umbaúba,nacional,2026-09-03,,,
3500105,SP,Adamantina,nacional,2026-09-03,,,
3500204,SP,Adolfo,nacional,2026-09-03,,,
3500303,SP,Aguaí,nacional,2026-09-03,,,
3500709,SP,Agudos,nacional,2026-09-03,,,
3500758,SP,Alambari,nacional,2026-09-03,,,
3500808,SP,Alfredo Marcondes,nacional,2026-09-03,,,
3500907,SP,Altair,nacional,2026-09-03,,,
3501004,SP,Altinópolis,nacional,2026-09-03,,,
3501103,SP,Alto Alegre,nacional,2026-09-03,,,
3501152,SP,Alumínio,nacional,2026-09-03,,,
3501509,SP,Alvinlândia,nacional,2026-09-03,,,
3501608,SP,Americana,nacional,2026-09-03,,,
3501905,SP,Amparo,nacional,2026-09-03,,,
3501707,SP,Américo Brasiliense,nacional,2026-09-03,,,
3501806,SP,Américo de Campos,nacional,2026-09-03,,,
3502002,SP,Analândia,nacional,2026-09-03,,,
3502101,SP,Andradina,nacional,2026-09-03,,,
3502200,SP,Angatuba,nacional,2026-09-03,,,
3502309,SP,Anhembi,nacional,2026-09-03,,,
3502408,SP,Anhumas,nacional,2026-09-03,,,
3502507,SP,Aparecida,nacional,2026-09-03,,,
3502606,SP,Aparecida d'Oeste,nacional,2026-09-03,,,
3502705,SP,Apiaí,nacional,2026-09-03,,,
3503000,SP,Aramina,nacional,2026-09-03,,,
3503109,SP,Arandu,nacional,2026-09-03,,,
3503158,SP,Arapeí,nacional,2026-09-03,,,
3503208,SP,Araraquara,nacional,2026-09-03,,,
3503307,SP,Araras,nacional,2026-09-03,,,
3502754,SP,Araçariguama,nacional,2026-09-03,,,
3502804,SP,Araçatuba,nacional,2026-09-03,,,
3502903,SP,Araçoiaba da Serra,nacional,2026-09-03,,,
3503356,SP,Arco-Íris,nacional,2026-09-03,,,
3503406,SP,Arealva,nacional,2026-09-03,,,
3503505,SP,Areias,nacional,2026-09-03,,,
3503604,SP,Areiópolis,nacional,2026-09-03,,,
3503703,SP,Ariranha,nacional,2026-09-03,,,
3503802,SP,Artur Nogueira,nacional,2026-09-03,,,
3503901,SP,Arujá,nacional,2026-09-03,,,
3503950,SP,Aspásia,nacional,2026-09-03,,,
3504008,SP,Assis,nacional,2026-09-03,,,
3504107,SP,Atibaia,nacional,2026-09-03,,,
3504206,SP,Auriflama,nacional,2026-09-03,,,
3504404,SP,Avanhandava,nacional,2026-09-03,,,
3504503,SP,Avaré,nacional,2026-09-03,,,
3504305,SP,Avaí,nacional,2026-09-03,,,
3504602,SP,Bady Bassitt,nacional,2026-09-03,,,
3504701,SP,Balbinos,nacional,2026-09-03,,,
3504909,SP,Bananal,nacional,2026-09-03,,,
3505104,SP,Barbosa,nacional,2026-09-03,,,
3505203,SP,Bariri,nacional,2026-09-03,,,
3505302,SP,Barra Bonita,nacional,2026-09-03,,,
3505351,SP,Barra do Chapéu,nacional,2026-09-03,,,
3505401,SP,Barra do Turvo,nacional,2026-09-03,,,
3505500,SP,Barretos,nacional,2026-09-03,,,
3505609,SP,Barrinha,nacional,2026-09-03,,,
3505708,SP,Barueri,nacional,2026-09-03,,,
3505005,SP,Barão de Antonina,nacional,2026-09-03,,,
3505807,SP,Bastos,nacional,2026-09-03,,,
3505906,SP,Batatais,nacional,2026-09-03,,,
3506003,SP,Bauru,nacional,2026-09-03,,,
3506102,SP,Bebedouro,nacional,2026-09-03,,,
3506201,SP,Bento de Abreu,nacional,2026-09-03,,,
3506300,SP,Bernardino de Campos,nacional,2026-09-03,,,
3506359,SP,Bertioga,nacional,2026-09-03,,,
3506409,SP,Bilac,nacional,2026-09-03,,,
3506508,SP,Birigui,nacional,2026-09-03,,,
3506607,SP,Biritiba-Mirim,nacional,2026-09-03,,,
3506706,SP,Boa Esperança do Sul,nacional,2026-09-03,,,
3506805,SP,Bocaina,nacional,2026-09-03,,,
3506904,SP,Bofete,nacional,2026-09-03,,,
3507001,SP,Boituva,nacional,2026-09-03,,,
3507100,SP,Bom Jesus dos Perdões,nacional,2026-09-03,,,
3507159,SP,Bom Sucesso de Itararé,nacional,2026-09-03,,,
3507308,SP,Boracéia,nacional,2026-09-03,,,
3507407,SP,Borborema,nacional,2026-09-03,,,
3507456,SP,Borebi,nacional,2026-09-03,,,
3507209,SP,Borá,nacional,2026-09-03,,,
3507506,SP,Botucatu,nacional,2026-09-03,,,
3507605,SP,Bragança Paulista,nacional,2026-09-03,,,
3507704,SP,Braúna,nacional,2026-09-03,,,
3507753,SP,Brejo Alegre,nacional,2026-09-03,,,
3507803,SP,Brodowski,nacional,2026-09-03,,,
3507902,SP,Brotas,nacional,2026-09-03,,,
3508009,SP,Buri,nacional,2026-09-03,,,
3508108,SP,Buritama,nacional,2026-09-03,,,
3508207,SP,Buritizal,nacional,2026-09-03,,,
3504800,SP,Bálsamo,nacional,2026-09-03,,,
3508405,SP,Cabreúva,nacional,2026-09-03,,,
3508306,SP,Cabrália Paulista,nacional,2026-09-03,,,
3508603,SP,Cachoeira Paulista,nacional,2026-09-03,,,
3508702,SP,Caconde,nacional,2026-09-03,,,
3508801,SP,Cafelândia,nacional,2026-09-03,,,
3508900,SP,Caiabu,nacional,2026-09-03,,,
3509007,SP,Caieiras,nacional,2026-09-03,,,
3509106,SP,Caiuá,nacional,2026-09-03,,,
3509205,SP,Cajamar,nacional,2026-09-03,,,
3509254,SP,Cajati,nacional,2026-09-03,,,
3509304,SP,Cajobi,nacional,2026-09-03,,,
3509403,SP,Cajuru,nacional,2026-09-03,,,
3509452,SP,Campina do Monte Alegre,nacional,2026-09-03,,,
3509502,SP,Campinas,nacional,2026-09-03,,,
3509601,SP,Campo Limpo Paulista,nacional,2026-09-03,,,
3509809,SP,Campos Novos Paulista,nacional,2026-09-03,,,
3509700,SP,Campos do Jordão,nacional,2026-09-03,,,
3509908,SP,Cananéia,nacional,2026-09-03,,,
3509957,SP,Canas,nacional,2026-09-03,,,
3510153,SP,Canitar,nacional,2026-09-03,,,
3510302,SP,Capela do Alto,nacional,2026-09-03,,,
3510401,SP,Capivari,nacional,2026-09-03,,,
3510203,SP,Capão Bonito,nacional,2026-09-03,,,
3510500,SP,Caraguatatuba,nacional,2026-09-03,,,
3510609,SP,Carapicuíba,nacional,2026-09-03,,,
3510708,SP,Cardoso,nacional,2026-09-03,,,
3510807,SP,Casa Branca,nacional,2026-09-03,,,
3511003,SP,Castilho,nacional,2026-09-03,,,
3511102,SP,Catanduva,nacional,2026-09-03,,,
3511201,SP,Catiguá,nacional,2026-09-03,,,
3508504,SP,Caçapava,nacional,2026-09-03,,,
3511300,SP,Cedral,nacional,2026-09-03,,,
3511409,SP,Cerqueira César,nacional,2026-09-03,,,
3511508,SP,Cerquilho,nacional,2026-09-03,,,
3511607,SP,Cesário Lange,nacional,2026-09-03,,,
3511706,SP,Charqueada,nacional,2026-09-03,,,
3557204,SP,Chavantes,nacional,2026-09-03,,,
3511904,SP,Clementina,nacional,2026-09-03,,,
3512001,SP,Colina,nacional,2026-09-03,,,
3512100,SP,Colômbia,nacional,2026-09-03,,,
3512209,SP,Conchal,nacional,2026-09-03,,,
3512308,SP,Conchas,nacional,2026-09-03,,,
3512407,SP,Cordeirópolis,nacional,2026-09-03,,,
3512506,SP,Coroados,nacional,2026-09-03,,,
3512605,SP,Coronel Macedo,nacional,2026-09-03,,,
3512704,SP,Corumbataí,nacional,2026-09-03,,,
3512902,SP,Cosmorama,nacional,2026-09-03,,,
3512803,SP,Cosmópolis,nacional,2026-09-03,,,
3513009,SP,Cotia,nacional,2026-09-03,,,
3513108,SP,Cravinhos,nacional,2026-09-03,,,
3513207,SP,Cristais Paulista,nacional,2026-09-03,,,
3513405,SP,Cruzeiro,nacional,2026-09-03,,,
3513306,SP,Cruzália,nacional,2026-09-03,,,
3513504,SP,Cubatão,nacional,2026-09-03,,,
3513603,SP,Cunha,nacional,2026-09-03,,,
3510906,SP,Cássia dos Coqueiros,nacional,2026-09-03,,,
3510005,SP,Cândido Mota,nacional,2026-09-03,,,
3510104,SP,Cândido Rodrigues,nacional,2026-09-03,,,
3513702,SP,Descalvado,nacional,2026-09-03,,,
3513801,SP,Diadema,nacional,2026-09-03,,,
3513850,SP,Dirce Reis,nacional,2026-09-03,,,
3513900,SP,Divinolândia,nacional,2026-09-03,,,
3514007,SP,Dobrada,nacional,2026-09-03,,,
3514106,SP,Dois Córregos,nacional,2026-09-03,,,
3514205,SP,Dolcinópolis,nacional,2026-09-03,,,
3514304,SP,Dourado,nacional,2026-09-03,,,
3514403,SP,Dracena,nacional,2026-09-03,,,
3514502,SP,Duartina,nacional,2026-09-03,,,
3514601,SP,Dumont,nacional,2026-09-03,,,
3514700,SP,Echaporã,nacional,2026-09-03,,,
3514809,SP,Eldorado,nacional,2026-09-03,,,
3514908,SP,Elias Fausto,nacional,2026-09-03,,,
3514924,SP,Elisiário,nacional,2026-09-03,,,
3514957,SP,Embaúba,nacional,2026-09-03,,,
3515004,SP,Embu das Artes,nacional,2026-09-03,,,
3515103,SP,Embu-Guaçu,nacional,2026-09-03,,,
3515129,SP,Emilianópolis,nacional,2026-09-03,,,
3515152,SP,Engenheiro Coelho,nacional,2026-09-03,,,
3515186,SP,Espírito Santo do Pinhal,nacional,2026-09-03,,,
3515194,SP,Espírito Santo do Turvo,nacional,2026-09-03,,,
3557303,SP,Estiva Gerbi,nacional,2026-09-03,,,
3515202,SP,Estrela d'Oeste,nacional,2026-09-03,,,
3515301,SP,Estrela do Norte,nacional,2026-09-03,,,
3515350,SP,Euclides da Cunha Paulista,nacional,2026-09-03,,,
3515400,SP,Fartura,nacional,2026-09-03,,,
3515608,SP,Fernando Prestes,nacional,2026-09-03,,,
3515509,SP,Fernandópolis,nacional,2026-09-03,,,
3515657,SP,Fernão,nacional,2026-09-03,,,
3515707,SP,Ferraz de Vasconcelos,nacional,2026-09-03,,,
3515806,SP,Flora Rica,nacional,2026-09-03,,,
3515905,SP,Floreal,nacional,2026-09-03,,,
3516101,SP,Florínia,nacional,2026-09-03,,,
3516002,SP,Flórida Paulista,nacional,2026-09-03,,,
3516200,SP,Franca,nacional,2026-09-03,,,
3516309,SP,Francisco Morato,nacional,2026-09-03,,,
3516408,SP,Franco da Rocha,nacional,2026-09-03,,,
3516507,SP,Gabriel Monteiro,nacional,2026-09-03,,,
3516705,SP,Garça,nacional,2026-09-03,,,
3516804,SP,Gastão Vidigal,nacional,2026-09-03,,,
3516853,SP,Gavião Peixoto,nacional,2026-09-03,,,
3516903,SP,General Salgado,nacional,2026-09-03,,,
3517000,SP,Getulina,nacional,2026-09-03,,,
3517109,SP,Glicério,nacional,2026-09-03,,,
3517307,SP,Guaimbê,nacional,2026-09-03,,,
3517208,SP,Guaiçara,nacional,2026-09-03,,,
3517604,SP,Guapiara,nacional,2026-09-03,,,
3517505,SP,Guapiaçu,nacional,2026-09-03,,,
3517901,SP,Guaraci,nacional,2026-09-03,,,
3518008,SP,Guarani d'Oeste,nacional,2026-09-03,,,
3518107,SP,Guarantã,nacional,2026-09-03,,,
3518206,SP,Guararapes,nacional,2026-09-03,,,
3518305,SP,Guararema,nacional,2026-09-03,,,
3518404,SP,Guaratinguetá,nacional,2026-09-03,,,
3517802,SP,Guaraçaí,nacional,2026-09-03,,,
3518503,SP,Guareí,nacional,2026-09-03,,,
3518602,SP,Guariba,nacional,2026-09-03,,,
3518701,SP,Guarujá,nacional,2026-09-03,,,
3518800,SP,Guarulhos,nacional,2026-09-03,plano,,
3517703,SP,Guará,nacional,2026-09-03,,,
3518859,SP,Guatapará,nacional,2026-09-03,,,
3517406,SP,Guaíra,nacional,2026-09-03,,,
3518909,SP,Guzolândia,nacional,2026-09-03,,,
3516606,SP,Gália,nacional,2026-09-03,,,
3519006,SP,Herculândia,nacional,2026-09-03,,,
3519055,SP,Holambra,nacional,2026-09-03,,,
3519071,SP,Hortolândia,nacional,2026-09-03,,,
3519105,SP,Iacanga,nacional,2026-09-03,,,
3519204,SP,Iacri,nacional,2026-09-03,,,
3519253,SP,Iaras,nacional,2026-09-03,,,
3519303,SP,Ibaté,nacional,2026-09-03,,,
3519501,SP,Ibirarema,nacional,2026-09-03,,,
3519402,SP,Ibirá,nacional,2026-09-03,,,
3519600,SP,Ibitinga,nacional,2026-09-03,,,
3519709,SP,Ibiúna,nacional,2026-09-03,,,
3519808,SP,Icém,nacional,2026-09-03,,,
3519907,SP,Iepê,nacional,2026-09-03,,,
3520103,SP,Igarapava,nacional,2026-09-03,,,
3520202,SP,Igaratá,nacional,2026-09-03,,,
3520004,SP,Igaraçu do Tietê,nacional,2026-09-03,,,
3520301,SP,Iguape,nacional,2026-09-03,,,
3520426,SP,Ilha Comprida,nacional,2026-09-03,,,
3520442,SP,Ilha Solteira,nacional,2026-09-03,,,
3520400,SP,Ilhabela,nacional,2026-09-03,,,
3520509,SP,Indaiatuba,nacional,2026-09-03,,,
3520608,SP,Indiana,nacional,2026-09-03,,,
3520707,SP,Indiaporã,nacional,2026-09-03,,,
3520806,SP,Inúbia Paulista,nacional,2026-09-03,,,
3520905,SP,Ipaussu,nacional,2026-09-03,,,
3521002,SP,Iperó,nacional,2026-09-03,,,
3521101,SP,Ipeúna,nacional,2026-09-03,,,
3521150,SP,Ipiguá,nacional,2026-09-03,,,
3521200,SP,Iporanga,nacional,2026-09-03,,,
3521309,SP,Ipuã,nacional,2026-09-03,,,
3521408,SP,Iracemápolis,nacional,2026-09-03,,,
3521606,SP,Irapuru,nacional,2026-09-03,,,
3521507,SP,Irapuã,nacional,2026-09-03,,,
3521705,SP,Itaberá,nacional,2026-09-03,,,
3521903,SP,Itajobi,nacional,2026-09-03,,,
3522000,SP,Itaju,nacional,2026-09-03,,,
3522109,SP,Itanhaém,nacional,2026-09-03,,,
3522208,SP,Itapecerica da Serra,nacional,2026-09-03,,,
3522307,SP,Itapetininga,nacional,2026-09-03,,,
3522406,SP,Itapeva,nacional,2026-09-03,,,
3522505,SP,Itapevi,nacional,2026-09-03,,,
3522604,SP,Itapira,nacional,2026-09-03,,,
3522653,SP,Itapirapuã Paulista,nacional,2026-09-03,,,
3522802,SP,Itaporanga,nacional,2026-09-03,,,
3523008,SP,Itapura,nacional,2026-09-03,,,
3522901,SP,Itapuí,nacional,2026-09-03,,,
3523107,SP,Itaquaquecetuba,nacional,2026-09-03,,,
3523206,SP,Itararé,nacional,2026-09-03,,,
3523305,SP,Itariri,nacional,2026-09-03,,,
3523404,SP,Itatiba,nacional,2026-09-03,,,
3523503,SP,Itatinga,nacional,2026-09-03,,,
3521804,SP,Itaí,nacional,2026-09-03,,,
3522158,SP,Itaóca,nacional,2026-09-03,,,
3523602,SP,Itirapina,nacional,2026-09-03,,,
3523701,SP,Itirapuã,nacional,2026-09-03,,,
3523800,SP,Itobi,nacional,2026-09-03,,,
3523909,SP,Itu,nacional,2026-09-03,,,
3524006,SP,Itupeva,nacional,2026-09-03,,,
3524105,SP,Ituverava,nacional,2026-09-03,,,
3522703,SP,Itápolis,nacional,2026-09-03,,,
3524204,SP,Jaborandi,nacional,2026-09-03,,,
3524303,SP,Jaboticabal,nacional,2026-09-03,,,
3524402,SP,Jacareí,nacional,2026-09-03,,,
3524501,SP,Jaci,nacional,2026-09-03,,,
3524600,SP,Jacupiranga,nacional,2026-09-03,,,
3524709,SP,Jaguariúna,nacional,2026-09-03,,,
3524808,SP,Jales,nacional,2026-09-03,,,
3524907,SP,Jambeiro,nacional,2026-09-03,,,
3525003,SP,Jandira,nacional,2026-09-03,,,
3525102,SP,Jardinópolis,nacional,2026-09-03,,,
3525201,SP,Jarinu,nacional,2026-09-03,,,
3525300,SP,Jaú,nacional,2026-09-03,,,
3525409,SP,Jeriquara,nacional,2026-09-03,,,
3525508,SP,Joanópolis,nacional,2026-09-03,,,
3525706,SP,José Bonifácio,nacional,2026-09-03,,,
3525607,SP,João Ramalho,nacional,2026-09-03,,,
3525854,SP,Jumirim,nacional,2026-09-03,,,
3525904,SP,Jundiaí,nacional,2026-09-03,,,
3526001,SP,Junqueirópolis,nacional,2026-09-03,,,
